115959,b'@Harry_Styles on a scale from 1-10 how stressed are you over the packers game'
115959,b'RT @packers_uk: Good work by Quarless #GBvsNE'
115959,b'I would like Quar-MORE of that receiver. #Packers'
115959,"b'Uh oh, red zone again ...\n#Packers'"
115959,"b'my mom in her thickest wisconsin accent: ""will someone tell gronkowski to pull up his pants, god dammit!"" #GBvsNE'"
115958,b'@wingoz and the Packers are OK with you taking the 1 and 2 away'
115958,b'does harry know the green bay packers are playing or no ?!'
115958,b'Lol what if we beat the Packers next Monday night'
115958,"b""C'mon packers falcons already got the win"""
115958,b'Patriots defense is doing a terrible job rn'
115958,b'The bend-but-then-completely-collapse #patriots defense is putting on a clinic right now. #Packers'
115958,b'The packers are good at football'
115958,"b'Really impressed with Davante Adams (#Packers) tonight -- 6 receptions, 121 yards. Definitely another threat for Aaron Rodgers. #GBvsNE'"
115958,"b""#Packers haven't missed a beat in responding to the #Pats TD. Let's make a play defense! #NEvsGB"""
115958,b'Come on patriots ..'
115958,b'Mother Teresa where are you patriots need you\xf0\x9f\x98\xad\xf0\x9f\x98\xad http://t.co/SPjQkVc6H1'
115957,"b""RT @Faux_Gruden: Patriots vs Packers. It's the Brady Bunch vs Mr. Rodgers Neighborhood. I loved both of those shows man. I love both player\xe2\x80\xa6"""
115957,b'Watching the Packers reminds me of how excited I am to see Clay Matthews in Pitch Perfect 2 \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8a #cheeseheadforlife'
115957,b'Lets move #GOPACKGO #GBvsNE'
115957,b'#NEvsGB #GBvsNE @NFLonCBS pats defense is tackling optional as well....'
115957,b'RT @RyanHannable: Patriots having some serious trouble (Arrington/Dennard) against Davante Adams.'
115957,b'Patriots Defense wearing down'
115957,"b""These Packers won't go away maaaaan"""
115957,b'Patriots not stopping Lacy'
115957,"b""Let's go packers \xf0\x9f\x92\x9a\xf0\x9f\x92\x9b"""
115957,"b""Ok that throw was too easy @PatrickChung23  where's the defense! @Patriots"""
115957,"b""RT @packers: It's 23-21 #Packers w/13:51 left in Q4. Patriots scoring drive: 9 plays, 78 yds, 3:30. #NEvsGB"""
